Buchungsdatum;Abflugdatum;Abflughafen;Zielflughafen;Abflugzeit;Ankunftszeit;Preis;Flugnummer;Airline
2023-03-01;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-02;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-03;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-04;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-05;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-06;2023-03-20;HAM;LHR;17:55:00;18:40:00;59;EW 7460;Eurowings
2023-03-07;2023-03-20;HAM;LHR;17:55:00;18:40:00;59;EW 7460;Eurowings
2023-03-08;2023-03-20;HAM;LHR;17:55:00;18:40:00;59;EW 7460;Eurowings
2023-03-09;2023-03-20;HAM;LHR;17:55:00;18:40:00;59;EW 7460;Eurowings
2023-03-10;2023-03-20;HAM;LHR;17:55:00;18:40:00;62;EW 7460;Eurowings
2023-03-11;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-12;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-13;2023-03-20;HAM;LHR;17:55:00;18:40:00;69;EW 7460;Eurowings
2023-03-14;2023-03-20;HAM;LHR;17:55:00;18:40:00;70;EW 7460;Eurowings
2023-03-15;2023-03-20;HAM;LHR;17:55:00;18:40:00;80;EW 7460;Eurowings
2023-03-16;2023-03-20;HAM;LHR;17:55:00;18:40:00;80;EW 7460;Eurowings
2023-03-17;2023-03-20;HAM;LHR;17:55:00;18:40:00;80;EW 7460;Eurowings
2023-03-18;2023-03-20;HAM;LHR;17:55:00;18:40:00;80;EW 7460;Eurowings
2022-08-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-08-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-08-31;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-09-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-10-31;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;31;U2 8342;easyJet
2022-11-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-11-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2022-12-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2022-12-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;35;U2 8342;easyJet
2022-12-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;36;U2 8342;easyJet
2022-12-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;36;U2 8342;easyJet
2022-12-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;36;U2 8342;easyJet
2022-12-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2022-12-31;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2023-01-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2023-01-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2023-01-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;27;U2 8342;easyJet
2023-01-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;40;U2 8342;easyJet
2023-01-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-29;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-30;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-01-31;2023-03-20;HAM;LGW;13:05:00;13:45:00;41;U2 8342;easyJet
2023-02-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2023-02-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;47;U2 8342;easyJet
2023-02-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;36;U2 8342;easyJet
2023-02-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;36;U2 8342;easyJet
2023-02-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;38;U2 8342;easyJet
2023-02-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;43;U2 8342;easyJet
2023-02-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;44;U2 8342;easyJet
2023-02-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;44;U2 8342;easyJet
2023-02-19;2023-03-20;HAM;LGW;13:05:00;13:45:00;47;U2 8342;easyJet
2023-02-20;2023-03-20;HAM;LGW;13:05:00;13:45:00;47;U2 8342;easyJet
2023-02-21;2023-03-20;HAM;LGW;13:05:00;13:45:00;48;U2 8342;easyJet
2023-02-22;2023-03-20;HAM;LGW;13:05:00;13:45:00;48;U2 8342;easyJet
2023-02-23;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-24;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-25;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-26;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-27;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-02-28;2023-03-20;HAM;LGW;13:05:00;13:45:00;42;U2 8342;easyJet
2023-03-01;2023-03-20;HAM;LGW;13:05:00;13:45:00;58;U2 8342;easyJet
2023-03-02;2023-03-20;HAM;LGW;13:05:00;13:45:00;58;U2 8342;easyJet
2023-03-03;2023-03-20;HAM;LGW;13:05:00;13:45:00;58;U2 8342;easyJet
2023-03-04;2023-03-20;HAM;LGW;13:05:00;13:45:00;56;U2 8342;easyJet
2023-03-05;2023-03-20;HAM;LGW;13:05:00;13:45:00;63;U2 8342;easyJet
2023-03-06;2023-03-20;HAM;LGW;13:05:00;13:45:00;63;U2 8342;easyJet
2023-03-07;2023-03-20;HAM;LGW;13:05:00;13:45:00;54;U2 8342;easyJet
2023-03-08;2023-03-20;HAM;LGW;13:05:00;13:45:00;54;U2 8342;easyJet
2023-03-09;2023-03-20;HAM;LGW;13:05:00;13:45:00;54;U2 8342;easyJet
2023-03-10;2023-03-20;HAM;LGW;13:05:00;13:45:00;54;U2 8342;easyJet
2023-03-11;2023-03-20;HAM;LGW;13:05:00;13:45:00;44;U2 8342;easyJet
2023-03-12;2023-03-20;HAM;LGW;13:05:00;13:45:00;44;U2 8342;easyJet
2023-03-13;2023-03-20;HAM;LGW;13:05:00;13:45:00;39;U2 8342;easyJet
2023-03-14;2023-03-20;HAM;LGW;13:05:00;13:45:00;43;U2 8342;easyJet
2023-03-15;2023-03-20;HAM;LGW;13:05:00;13:45:00;44;U2 8342;easyJet
2023-03-16;2023-03-20;HAM;LGW;13:05:00;13:45:00;46;U2 8342;easyJet
2023-03-17;2023-03-20;HAM;LGW;13:05:00;13:45:00;48;U2 8342;easyJet
2023-03-18;2023-03-20;HAM;LGW;13:05:00;13:45:00;50;U2 8342;easyJet
2022-10-28;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-10-29;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-10-30;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-10-31;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-01;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-02;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-03;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-04;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-05;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-06;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-07;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-08;2023-03-20;HAM;LGW;20:40:00;21:20:00;29;U2 8346;easyJet
2022-11-09;2023-03-20;HAM;LGW;20:40:00;21:20:00;29;U2 8346;easyJet
2022-11-10;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-11;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-12;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-13;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-14;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-15;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-16;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-17;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-18;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-19;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-20;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-21;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-22;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-23;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-24;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-25;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-26;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-27;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-28;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-29;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-11-30;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-01;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-02;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-03;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-04;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-05;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-06;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-07;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-08;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-09;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-10;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-11;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-12;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-13;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-14;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-15;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-16;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-17;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-18;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-19;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-20;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-21;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-22;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-23;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-24;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-25;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-26;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-27;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-28;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
2022-12-29;2023-03-20;HAM;LGW;20:40:00;21:20:00;35;U2 8346;easyJet
